Name,Connection Strength,Log10
"Area Op6 (Frontal Operculum) right",0.42,-0.37675070960209955
"Area Fp2 (FPole) right",0.42,-0.37675070960209955
"Area FG4 (FusG) left",0.41,-0.38721614328026455
"Area 8v1 (MFG) left",0.41,-0.38721614328026455
"Area hIP2 (IPS) right",0.4,-0.3979400086720376
"Area 7M (SPL) right",0.4,-0.3979400086720376
"Area SFS1 (SFS) right",0.39,-0.4089353929735008
"Area PFcm (IPL) right",0.375,-0.42596873227228116
"Area 5L (SPL) left",0.365,-0.4377071355435253
"Area hOc4v (LingG) left",0.365,-0.4377071355435253
"LP (Thalamus, lateral posterior Nucleus) right",0.365,-0.4377071355435253
"CM (Amygdala) right",0.36,-0.44369749923271273
"Area 6d3 (SFS) left",0.325,-0.4881166390211256
"Area Id8 (Insula) right",0.325,-0.4881166390211256
"VPL (Thalamus, ventral posterior lateral Nucleus) right",0.325,-0.4881166390211256
"Frontal-to-Temporal-II (GapMap) left",0.31,-0.5086383061657274
"Area 3b (PostCG) left",0.305,-0.5157001606532142
"Frontal-I.2 (GapMap) left",0.305,-0.5157001606532142
"IF (Amygdala) right",0.295,-0.530177984021837
"Area STS2 (STS) left",0.29,-0.5376020021010439
"Area hIP6 (IPS) left",0.29,-0.5376020021010439
"Area 7M (SPL) left",0.28,-0.5528419686577808
"Area Id3 (Insula) left",0.26,-0.585026652029182
"VIM (Thalamus, ventral intermediate Nucleus) right",0.26,-0.585026652029182
"Area 6v2 (PreCG) left",0.255,-0.5934598195660448
"VP (Ventral Pallidum) right",0.245,-0.6108339156354675
"Area Id1 (Insula) left",0.24,-0.619788758288394
"Area FG3 (FusG) left",0.24,-0.619788758288394
"Area 6mp (SMA, mesial SFG) left",0.23,-0.638272163982407
"Area PFm (IPL) left",0.225,-0.6478174818886375
"LP (Thalamus, lateral posterior Nucleus) left",0.225,-0.6478174818886375
"Area hIP4 (IPS) left",0.22,-0.6575773191777937
"Area hIP7 (IPS) left",0.215,-0.6675615400843947
"Frontal-I.2 (GapMap) right",0.215,-0.6675615400843947
"Area 5M (SPL) left",0.205,-0.6882461389442457
"Area Fo2 (OFC) right",0.205,-0.6882461389442457
"Area 6v3 (PreCG) left",0.2,-0.6989700043360187
"Area 33 (ACC) right",0.2,-0.6989700043360187
"Area Fo5 (OFC) right",0.195,-0.7099653886374819
"CA3 (Hippocampus) right",0.195,-0.7099653886374819
"Area 1 (PostCG) left",0.19,-0.721246399047171
"Area 44 (IFG) left",0.19,-0.721246399047171
"PUl (Thalamus, lateral pulvinar) left",0.185,-0.7328282715969862
"Area Te 3 (STG) left",0.18,-0.744727494896694
"CGL (Metathalamus) left",0.175,-0.7569619513137056
"FuCd (Ventral Striatum, Fundus of Caudate Nucleus) right",0.175,-0.7569619513137056
"Area Id4 (Insula) right",0.17,-0.769551078621726
"Area PFop (IPL) right",0.17,-0.769551078621726
"Area Id7 (Insula) right",0.16,-0.7958800173440752
"Area 4a (PreCG) left",0.155,-0.8096683018297085
"Area MFG4 (MFG) left",0.155,-0.8096683018297085
"Area p32 (pACC) right",0.15,-0.8239087409443188
"Area PF (IPL) left",0.125,-0.9030899869919435
"Area SFG2 (SFG) left",0.125,-0.9030899869919435
"Subc (Hippocampus, Subicular complex) left",0.125,-0.9030899869919435
"PUm (Thalamus, medial pulvinar) right",0.125,-0.9030899869919435
"Area hIP2 (IPS) left",0.12,-0.9208187539523752
"Area hIP3 (IPS) left",0.115,-0.9393021596463883
"VPL (Thalamus, ventral posterior lateral Nucleus) left",0.115,-0.9393021596463883
"Area STS1 (STS) left",0.115,-0.9393021596463883
"PUi (Thalamus, inferior pulvinar) right",0.115,-0.9393021596463883
"Area Op1 (POperc) right",0.115,-0.9393021596463883
"Area Op5 (Frontal Operculum) right",0.115,-0.9393021596463883
"Area Fp1 (FPole) left",0.11,-0.958607314841775
"Frontal-II (GapMap) left",0.105,-0.978810700930062
"Ch 4 (Basal Forebrain) right",0.105,-0.978810700930062
"Area Te 1.1 (HESCHL) left",0.1,-1
"Area Ph2 (PhG) left",0.1,-1
"Area 7PC (SPL) left",0.1,-1
"Area Op2 (POperc) right",0.1,-1
"Area 5Ci (SPL) right",0.1,-1
"FuP (Ventral Striatum, Fundus of Putamen) left",0.095,-1.0222763947111522
"VA (Thalamus, ventral anterior Nucleus (ventral)) right",0.095,-1.0222763947111522
"Area SFG4 (SFG) left",0.09,-1.0457574905606752
"Area 8v2 (MFG) left",0.09,-1.0457574905606752
"Area FG1 (FusG) left",0.09,-1.0457574905606752
"PUm (Thalamus, medial pulvinar) left",0.085,-1.0705810742857071
"Area Te 2.2 (STG) left",0.08,-1.0969100130080565
"Area hOc6 (POS) right",0.08,-1.0969100130080565
"SNC (Midbrain, Substantia Nigra pars compacta) right",0.08,-1.0969100130080565
"SNR (Midbrain, Substantia Nigra pars reticulata) right",0.08,-1.0969100130080565
"Area hOc5 (LOC) left",0.075,-1.1249387366083
"Area 6mp (SMA, mesial SFG) right",0.075,-1.1249387366083
"Area Id2 (Insula) right",0.075,-1.1249387366083
"Area Ph1 (PhG) left",0.07,-1.154901959985743
"Area Te 2.1 (STG) left",0.07,-1.154901959985743
"Area p32 (pACC) left",0.065,-1.1870866433571443
"Area Ig1 (Insula) left",0.065,-1.1870866433571443
"Area 45 (IFG) left",0.065,-1.1870866433571443
"Area hIP1 (IPS) left",0.065,-1.1870866433571443
"Area 2 (PostCS) left",0.065,-1.1870866433571443
"ZI (Thalamus, zona incerta) right",0.065,-1.1870866433571443
"Area Op7 (Frontal Operculum) right",0.065,-1.1870866433571443
"Area PFt (IPL) left",0.06,-1.2218487496163564
"Area Id6 (Insula) left",0.06,-1.2218487496163564
"Area 8d2 (SFG) left",0.06,-1.2218487496163564
"Frontal-I.1 (GapMap) left",0.06,-1.2218487496163564
"VIM (Thalamus, ventral intermediate Nucleus) left",0.06,-1.2218487496163564
"Area 5Ci (SPL) left",0.06,-1.2218487496163564
"Area Op10 (Frontal Operculum) right",0.06,-1.2218487496163564
"Area p24c (pACC) right",0.06,-1.2218487496163564
"Area TPJ (STG, SMG) left",0.055,-1.2596373105057561
"Area PFcm (IPL) left",0.055,-1.2596373105057561
"Area EC (Hippocampal Region, Entorhinal Cortex) right",0.055,-1.2596373105057561
"Area 6r1 (PreCG) left",0.05,-1.3010299956639813
"VA (Thalamus, ventral anterior Nucleus (ventral)) left",0.05,-1.3010299956639813
"Area SFG3 (SFG) left",0.05,-1.3010299956639813
"Area 33 (ACC) left",0.05,-1.3010299956639813
"Area s24 (sACC) right",0.05,-1.3010299956639813
"Area TeI (STG) left",0.045,-1.3467874862246563
"AcbM (Ventral Striatum, Medial Accumbens) right",0.045,-1.3467874862246563
"Area Op3 (POperc) right",0.045,-1.3467874862246563
"Area Ig2 (Insula) left",0.04,-1.3979400086720375
"Area Fp2 (FPole) left",0.04,-1.3979400086720375
"VLP (Thalamus, ventral lateral posterior Nucleus) left",0.04,-1.3979400086720375
"Area Op8 (Frontal Operculum) left",0.04,-1.3979400086720375
"Area 3a (PostCG) left",0.04,-1.3979400086720375
"Area p24ab (pACC) right",0.04,-1.3979400086720375
"STN (Subthalamus) right",0.04,-1.3979400086720375
"Area Ig3 (Insula) right",0.04,-1.3979400086720375
"Ch 123 (Basal Forebrain) right",0.04,-1.3979400086720375
"Area TI (STG) left",0.035,-1.4559319556497243
"Area PGa (IPL) left",0.035,-1.4559319556497243
"Area MFG5 (MFG, IFG) left",0.035,-1.4559319556497243
"Area Id10 (Insula) left",0.035,-1.4559319556497243
"CA1 (Hippocampus) left",0.035,-1.4559319556497243
"Area Fo1 (OFC) left",0.035,-1.4559319556497243
"BST (Basal Forebrain, Bed Nucleus) right",0.035,-1.4559319556497243
"LB (Amygdala) right",0.035,-1.4559319556497243
"Area Te 1.0 (HESCHL) left",0.03,-1.5228787452803376
"Area Op6 (Frontal Operculum) left",0.03,-1.5228787452803376
"Area MFG2 (MFG) left",0.03,-1.5228787452803376
"FuCd (Ventral Striatum, Fundus of Caudate Nucleus) left",0.03,-1.5228787452803376
"IF (Amygdala) left",0.03,-1.5228787452803376
"Area Id5 (Insula) left",0.03,-1.5228787452803376
"TuTi (Basal Forebrain, Terminal islands) right",0.03,-1.5228787452803376
"AcbL (Ventral Striatum, Lateral Accumbens) right",0.03,-1.5228787452803376
"PUi (Thalamus, inferior pulvinar) left",0.025,-1.6020599913279623
"Area IFS3 (IFS) left",0.025,-1.6020599913279623
"Area Op7 (Frontal Operculum) left",0.02,-1.6989700043360187
"Area hOc6 (POS) left",0.02,-1.6989700043360187
"Area Fo7 (OFC) left",0.02,-1.6989700043360187
"Ch 4 (Basal Forebrain) left",0.02,-1.6989700043360187
"Frontal-to-Temporal-I (GapMap) left",0.02,-1.6989700043360187
"Area CoS1 (CoS) left",0.015,-1.8239087409443189
"Area MFG1 (MFG) left",0.015,-1.8239087409443189
"Area Op1 (POperc) left",0.015,-1.8239087409443189
"Area Ph3 (PhG) left",0.015,-1.8239087409443189
"Area 4p (PreCG) left",0.015,-1.8239087409443189
"Area PFop (IPL) left",0.015,-1.8239087409443189
"DG (Hippocampus) right",0.015,-1.8239087409443189
"VLA (Thalamus, ventral lateral anterior Nucleus) right",0.015,-1.8239087409443189
"AV (Thalamus, anteroventral Nucleus) right",0.015,-1.8239087409443189
"Area s32 (sACC) right",0.015,-1.8239087409443189
"Astr (Amygdala) left",0.01,-2
"ZI (Thalamus, zona incerta) left",0.01,-2
"Area p24ab (pACC) left",0.01,-2
"Area FG5 (FusG) left",0.01,-2
"Area Fo5 (OFC) left",0.01,-2
"Area IFJ2 (IFS, PreCS) left",0.01,-2
"Area Fo6 (OFC) left",0.01,-2
"Area Fo3 (OFC) left",0.01,-2
"Area Fo4 (OFC) left",0.01,-2
"CM (Amygdala) left",0.01,-2
"Area OTS1 (OTS) left",0.01,-2
"Area Te 1.2 (HESCHL) left",0.01,-2
"Ch 123 (Basal Forebrain) left",0.01,-2
"Area Id9 (Insula) left",0.01,-2
"Area s32 (sACC) left",0.01,-2
"Area s24 (sACC) left",0.01,-2
"VPi (Thalamus, ventroposterior inferior Nucleus) left",0.01,-2
"VLP (Thalamus, ventral lateral posterior Nucleus) right",0.01,-2
"Area Id8 (Insula) left",0.005,-2.3010299956639813
"LD (Thalamus, lateral dorsal Nucleus) left",0.005,-2.3010299956639813
"Area Ia3 (Insula) left",0.005,-2.3010299956639813
"Area Id4 (Insula) left",0.005,-2.3010299956639813
"Area IFS4 (IFS) left",0.005,-2.3010299956639813
"Area Ia1 (Insula) left",0.005,-2.3010299956639813
"Area 25 (sACC) left",0.005,-2.3010299956639813
"Area Id7 (Insula) left",0.005,-2.3010299956639813
"SNC (Midbrain, Substantia Nigra pars compacta) left",0.005,-2.3010299956639813
"Area Ig3 (Insula) left",0.005,-2.3010299956639813
"Area IFS1 (IFS) left",0.005,-2.3010299956639813
"Area Op4 (POperc) left",0.005,-2.3010299956639813
"Area Op2 (POperc) left",0.005,-2.3010299956639813
"AcbM (Ventral Striatum, Medial Accumbens) left",0.005,-2.3010299956639813
"Area SFS2 (SFS) left",0.005,-2.3010299956639813
"Area Op9 (Frontal Operculum) left",0.005,-2.3010299956639813
"VLA (Thalamus, ventral lateral anterior Nucleus) left",0.005,-2.3010299956639813
"AV (Thalamus, anteroventral Nucleus) left",0.005,-2.3010299956639813
"VP (Ventral Pallidum) left",0.005,-2.3010299956639813
"Area IFJ1 (IFS, PreCS) left",0.005,-2.3010299956639813
"Area Fo2 (OFC) left",0.005,-2.3010299956639813
"AcbL (Ventral Striatum, Lateral Accumbens) left",0.005,-2.3010299956639813
